extension,size_percentage,total
o107316,1.1811448994616183e-10,788
e107317,0.0,0
o107317,1.2201166854844637e-10,814
e107172,0.0,0
o107172,1.2201166854844637e-10,814
e107173,0.0,0
o107173,1.2201166854844637e-10,814
e107174,0.0,0
o107174,1.1841427291556834e-10,790
e107175,0.0,0
o107175,1.2201166854844637e-10,814
e107176,0.0,0
o107176,1.1841427291556834e-10,790
e107177,0.0,0
o107177,1.2201166854844637e-10,814
e107318,0.0,0
o107318,1.2201166854844637e-10,814
e107319,0.0,0
o107319,1.1841427291556834e-10,790
e107320,0.0,0
o107320,1.2201166854844637e-10,814
e107321,0.0,0
e107688,0.0,0
e107977,0.0,0
e108061,0.0,0
o107321,1.1841427291556834e-10,790
o107688,1.2201166854844637e-10,814
o107977,1.2201166854844637e-10,814
o108061,1.1811448994616183e-10,788
e107322,0.0,0
o107322,1.2201166854844637e-10,814
e107674,0.0,0
o107674,1.1841427291556834e-10,790
e107675,0.0,0
o107675,1.2201166854844637e-10,814
e107676,0.0,0
o107676,1.1841427291556834e-10,790
e108177,0.0,0
o108177,1.2201166854844637e-10,814
e107323,0.0,0
o107323,1.2201166854844637e-10,814
e107324,0.0,0
o107324,1.1811448994616183e-10,788
e107325,0.0,0
o107325,1.2201166854844637e-10,814
e107326,0.0,0
o107326,1.1841427291556834e-10,790
e107677,0.0,0
o107677,1.2201166854844637e-10,814
e107327,0.0,0
o107327,1.1811448994616183e-10,788
e107328,0.0,0
o107328,1.2201166854844637e-10,814
e107329,0.0,0
o107329,1.2201166854844637e-10,814
e107330,0.0,0
o107330,1.1841427291556834e-10,790
e107331,0.0,0
o107331,1.2201166854844637e-10,814
e107178,0.0,0
o107178,1.1841427291556834e-10,790
e107179,0.0,0
o107179,1.1841427291556834e-10,790
e107180,0.0,0
o107180,1.1451709431328381e-10,764
e107181,0.0,0
o107181,1.2201166854844637e-10,814
e107182,0.0,0
o107182,1.2201166854844637e-10,814
e107183,0.0,0
o107183,1.2201166854844637e-10,814
e107332,0.0,0
o107332,1.1811448994616183e-10,788
e107333,0.0,0
o107333,1.1811448994616183e-10,788
e107334,0.0,0
o107334,1.2201166854844637e-10,814
e107335,0.0,0
e107689,0.0,0
o107335,1.2201166854844637e-10,814
o107689,1.2201166854844637e-10,814
e107336,0.0,0
o107336,1.1841427291556834e-10,790
e107678,0.0,0
o107678,1.2201166854844637e-10,814
e107679,0.0,0
o107679,1.1811448994616183e-10,788
e107680,0.0,0
o107680,1.2201166854844637e-10,814
e107827,0.0,0
o107827,1.1841427291556834e-10,790
e107337,0.0,0
o107337,1.2201166854844637e-10,814
e107338,0.0,0
o107338,1.2201166854844637e-10,814
e107339,0.0,0
o107339,1.1841427291556834e-10,790
e107340,0.0,0
o107340,1.1811448994616183e-10,788
e107681,0.0,0
o107681,1.1451709431328381e-10,764
e107341,0.0,0
o107341,1.2201166854844637e-10,814
e107342,0.0,0
o107342,1.1841427291556834e-10,790
e107343,0.0,0
o107343,1.1841427291556834e-10,790
e107344,0.0,0
o107344,1.1811448994616183e-10,788
e107345,0.0,0
o107345,1.2201166854844637e-10,814
e107184,0.0,0
o107184,1.1841427291556834e-10,790
e107185,0.0,0
o107185,1.2201166854844637e-10,814
e107186,0.0,0
o107186,1.2201166854844637e-10,814
e107187,0.0,0
e107260,0.0,0
o107187,1.2201166854844637e-10,814
o107260,1.2201166854844637e-10,814
e107188,0.0,0
o107188,1.1841427291556834e-10,790
e107189,0.0,0
o107189,1.1841427291556834e-10,790
e107346,0.0,0
o107346,1.1841427291556834e-10,790
e107347,0.0,0
o107347,1.1811448994616183e-10,788
e107699,0.0,0
o107699,1.2201166854844637e-10,814
e107348,0.0,0
o107348,1.2201166854844637e-10,814
e107349,0.0,0
o107349,1.1841427291556834e-10,790
e107700,0.0,0
o107700,1.2201166854844637e-10,814
e107701,0.0,0
o107701,1.1811448994616183e-10,788
e107828,0.0,0
o107828,1.1841427291556834e-10,790
e107702,0.0,0
o107702,1.1841427291556834e-10,790
e107350,0.0,0
o107350,1.1841427291556834e-10,790
e107351,0.0,0
o107351,1.2201166854844637e-10,814
e107352,0.0,0
o107352,1.1841427291556834e-10,790
e107353,0.0,0
o107353,1.2201166854844637e-10,814
e107703,0.0,0
o107703,1.2201166854844637e-10,814
e107354,0.0,0
o107354,1.1841427291556834e-10,790
e107355,0.0,0
o107355,1.2201166854844637e-10,814
e107704,0.0,0
o107704,1.2201166854844637e-10,814
e107356,0.0,0
o107356,1.1841427291556834e-10,790
e107357,0.0,0
e108186,0.0,0
o107357,1.2201166854844637e-10,814
o108186,1.1811448994616183e-10,788
e106624,0.0,0
e106800,0.0,0
e106868,0.0,0
e106869,0.0,0
e106984,0.0,0
e106986,0.0,0
e107054,0.0,0
o106624,7.524552532103203e-11,502
o106800,7.524552532103203e-11,502
o106868,2.1554395500327502e-10,1438
o106869,2.0834916373751896e-10,1390
o106984,2.1554395500327502e-10,1438
o106986,2.1554395500327502e-10,1438
o107054,3.9151655804489176e-10,2612
e106625,0.0,0
o106625,7.524552532103203e-11,502
e106626,0.0,0
o106626,7.524552532103203e-11,502
e106627,0.0,0
o106627,7.524552532103203e-11,502
e106628,0.0,0
o106628,7.13483467187475e-11,476
e106629,0.0,0
o106629,7.524552532103203e-11,502
e107060,0.0,0
o107060,1.2201166854844637e-10,814
e107061,0.0,0
o107061,1.2201166854844637e-10,814
e107062,0.0,0
o107062,1.1811448994616183e-10,788
e107063,0.0,0
o107063,1.1841427291556834e-10,790
e106678,0.0,0
o106678,7.13483467187475e-11,476
e107105,0.0,0
o107105,1.1841427291556834e-10,790
e107106,0.0,0
o107106,1.2201166854844637e-10,814
e107107,3.297612663471523e-11,220
e107110,0.0,0
o107107,1.1811448994616183e-10,788
o107110,1.2201166854844637e-10,814
e107108,0.0,0
o107108,1.2201166854844637e-10,814
e107064,0.0,0
o107064,1.1811448994616183e-10,788
e107065,0.0,0
o107065,1.2201166854844637e-10,814
e107066,0.0,0
o107066,1.2201166854844637e-10,814
e106797,0.0,0
o106797,7.524552532103203e-11,502
e106798,0.0,0
o106798,7.524552532103203e-11,502
e106679,0.0,0
o106679,7.524552532103203e-11,502
e106680,0.0,0
o106680,7.524552532103203e-11,502
e106681,0.0,0
o106681,7.13483467187475e-11,476
e106682,0.0,0
o106682,7.524552532103203e-11,502
e106683,0.0,0
o106683,7.524552532103203e-11,502
e107190,0.0,0
o107190,1.1841427291556834e-10,790
e107191,0.0,0
o107191,1.2201166854844637e-10,814
e107192,0.0,0
o107192,1.1451709431328381e-10,764
e107193,0.0,0
o107193,1.1841427291556834e-10,790
e107194,0.0,0
o107194,1.2201166854844637e-10,814
e107195,0.0,0
o107195,1.2201166854844637e-10,814
e107358,0.0,0
o107358,1.2201166854844637e-10,814
e107359,0.0,0
o107359,1.1811448994616183e-10,788
e107360,0.0,0
e107736,0.0,0
e107984,0.0,0
o107360,1.2201166854844637e-10,814
o107736,1.1811448994616183e-10,788
o107984,1.1841427291556834e-10,790
e107361,0.0,0
o107361,1.1811448994616183e-10,788
e107362,0.0,0
o107362,1.2201166854844637e-10,814
e107705,0.0,0
o107705,1.1451709431328381e-10,764
e107706,0.0,0
o107706,1.2201166854844637e-10,814
e108056,0.0,0
o108056,1.1841427291556834e-10,790
e107707,0.0,0
o107707,1.2201166854844637e-10,814
e107363,0.0,0
o107363,1.1811448994616183e-10,788
e107364,0.0,0
o107364,1.2201166854844637e-10,814
e107365,0.0,0
o107365,1.1841427291556834e-10,790
e107366,0.0,0
o107366,1.2201166854844637e-10,814
e107708,0.0,0
o107708,1.1841427291556834e-10,790
e107367,0.0,0
o107367,1.1811448994616183e-10,788
e107368,0.0,0
o107368,1.1841427291556834e-10,790
e107369,0.0,0
o107369,1.2201166854844637e-10,814
e107370,0.0,0
o107370,1.2201166854844637e-10,814
e107371,0.0,0
o107371,1.1811448994616183e-10,788
e107196,0.0,0
o107196,1.1841427291556834e-10,790
e107197,0.0,0
o107197,1.2201166854844637e-10,814
e107198,0.0,0
o107198,1.1841427291556834e-10,790
e107199,0.0,0
o107199,1.1841427291556834e-10,790
e107200,0.0,0
o107200,1.2201166854844637e-10,814
e107201,0.0,0
o107201,1.2201166854844637e-10,814
e107372,0.0,0
o107372,1.1841427291556834e-10,790
e107373,0.0,0
o107373,1.1841427291556834e-10,790
e107374,0.0,0
e107737,0.0,0
e107985,0.0,0
e108108,3.297612663471523e-11,220
e108187,0.0,0
o107374,1.2201166854844637e-10,814
o107737,1.1841427291556834e-10,790
o107985,1.2201166854844637e-10,814
o108108,1.2201166854844637e-10,814
o108187,1.1841427291556834e-10,790
e107375,0.0,0
o107375,1.2201166854844637e-10,814
e107376,0.0,0
o107376,1.1811448994616183e-10,788
e107709,0.0,0
o107709,1.1451709431328381e-10,764
e107710,0.0,0
o107710,1.1811448994616183e-10,788
e108246,0.0,0
o108246,1.2201166854844637e-10,814
e107711,0.0,0
o107711,1.2201166854844637e-10,814
e107377,0.0,0
o107377,1.2201166854844637e-10,814
e107378,0.0,0
o107378,1.2201166854844637e-10,814
e107379,0.0,0
o107379,1.2201166854844637e-10,814
e107380,0.0,0
o107380,1.2201166854844637e-10,814
e107712,0.0,0
o107712,1.2201166854844637e-10,814
e107381,0.0,0
o107381,1.2201166854844637e-10,814
e107382,0.0,0
o107382,1.1841427291556834e-10,790
e107383,0.0,0
o107383,1.2201166854844637e-10,814
e107384,0.0,0
o107384,1.1811448994616183e-10,788
e107385,0.0,0
o107385,1.2201166854844637e-10,814
e107202,0.0,0
o107202,1.2201166854844637e-10,814
e107203,0.0,0
o107203,1.2201166854844637e-10,814
e107204,0.0,0
o107204,1.2201166854844637e-10,814
e107205,0.0,0
o107205,1.1841427291556834e-10,790
e107206,0.0,0
o107206,1.2201166854844637e-10,814
e107207,0.0,0
o107207,1.1451709431328381e-10,764
e107386,0.0,0
o107386,1.2201166854844637e-10,814
e107387,0.0,0
o107387,1.2201166854844637e-10,814
e107388,0.0,0
o107388,1.2201166854844637e-10,814
e107389,0.0,0
e108188,0.0,0
o107389,1.1841427291556834e-10,790
o108188,1.2201166854844637e-10,814
e107390,0.0,0
o107390,1.2201166854844637e-10,814
e107713,0.0,0
o107713,1.1451709431328381e-10,764
e107714,0.0,0
o107714,1.2201166854844637e-10,814
e107715,0.0,0
o107715,1.2201166854844637e-10,814
e108219,0.0,0
o108219,1.1841427291556834e-10,790
e107391,0.0,0
o107391,1.2201166854844637e-10,814
e107392,0.0,0
o107392,1.1811448994616183e-10,788
e107393,0.0,0
o107393,1.2201166854844637e-10,814
e107394,0.0,0
o107394,1.2201166854844637e-10,814
e107716,0.0,0
o107716,1.1451709431328381e-10,764
e107395,0.0,0
o107395,1.2201166854844637e-10,814
e107396,0.0,0
o107396,1.2201166854844637e-10,814
e107397,0.0,0
o107397,1.1811448994616183e-10,788
e107398,0.0,0
o107398,1.2201166854844637e-10,814
e107399,0.0,0
o107399,1.2201166854844637e-10,814
e107208,0.0,0
e108221,0.0,0
e108248,0.0,0
e108249,0.0,0
e108286,0.0,0
o107208,1.2201166854844637e-10,814
o108221,1.1841427291556834e-10,790
o108248,1.1811448994616183e-10,788
o108249,2.11946559370397e-10,1414
o108286,2.1554395500327502e-10,1438
e107209,0.0,0
e108222,0.0,0
e108292,0.0,0
o107209,1.2201166854844637e-10,814
o108222,1.2201166854844637e-10,814
o108292,1.2201166854844637e-10,814
e107210,0.0,0
e108223,0.0,0
e108293,0.0,0
o107210,1.2201166854844637e-10,814
o108223,1.2201166854844637e-10,814
o108293,1.1841427291556834e-10,790
e107211,3.297612663471523e-11,220
e108224,0.0,0
e108294,0.0,0
o107211,1.1841427291556834e-10,790
o108224,1.2201166854844637e-10,814
o108294,1.2201166854844637e-10,814
e107212,0.0,0
e108225,0.0,0
e108295,0.0,0
o107212,1.1841427291556834e-10,790
o108225,1.1811448994616183e-10,788
o108295,1.2201166854844637e-10,814
e107213,0.0,0
e108226,0.0,0
e108296,0.0,0
e108361,0.0,0
o107213,1.1841427291556834e-10,790
o108226,1.2201166854844637e-10,814
o108296,1.1451709431328381e-10,764
o108361,1.2201166854844637e-10,814
e108362,0.0,0
o108362,1.2201166854844637e-10,814
e108363,0.0,0
o108363,1.2201166854844637e-10,814
e108364,0.0,0
e108468,0.0,0
e108474,0.0,0
e108475,9.89283799041457e-11,660
e108519,0.0,0
e108679,0.0,0
e108695,0.0,0
e108734,0.0,0
o108364,1.1451709431328381e-10,764
o108468,1.2201166854844637e-10,814
o108474,1.2201166854844637e-10,814
o108475,2.1554395500327502e-10,1438
o108519,2.11946559370397e-10,1414
o108679,2.11946559370397e-10,1414
o108695,2.0804938076811247e-10,1388
o108734,2.1554395500327502e-10,1438
e108380,0.0,0
o108380,1.2201166854844637e-10,814
e108365,0.0,0
o108365,1.2201166854844637e-10,814
e108463,0.0,0
o108463,1.2201166854844637e-10,814
e108464,0.0,0
o108464,1.2201166854844637e-10,814
e108895,0.0,0
o108895,2.11946559370397e-10,1414
e108465,0.0,0
o108465,1.1451709431328381e-10,764
e108366,0.0,0
o108366,1.1451709431328381e-10,764
e108367,0.0,0
o108367,1.2201166854844637e-10,814
e108368,0.0,0
o108368,1.2201166854844637e-10,814
e108369,0.0,0
o108369,1.2201166854844637e-10,814
e108466,0.0,0
o108466,1.1811448994616183e-10,788
e108370,0.0,0
o108370,1.1811448994616183e-10,788
e108371,0.0,0
o108371,1.1841427291556834e-10,790
e108372,0.0,0
o108372,1.2201166854844637e-10,814
e108373,0.0,0
o108373,1.2201166854844637e-10,814
e108381,0.0,0
o108381,1.2201166854844637e-10,814
e107214,0.0,0
o107214,1.2201166854844637e-10,814
e107215,0.0,0
o107215,1.1451709431328381e-10,764
e107216,0.0,0
o107216,1.1841427291556834e-10,790
e107217,0.0,0
o107217,1.2201166854844637e-10,814
e107218,0.0,0
o107218,1.2201166854844637e-10,814
e107219,0.0,0
o107219,1.2201166854844637e-10,814
e107400,0.0,0
o107400,1.2201166854844637e-10,814
e107401,0.0,0
o107401,1.2201166854844637e-10,814
e107402,0.0,0
o107402,1.2201166854844637e-10,814
e107403,0.0,0
e107738,0.0,0
e107986,0.0,0
e108062,0.0,0
o107403,1.2201166854844637e-10,814
o107738,1.1811448994616183e-10,788
o107986,1.2201166854844637e-10,814
o108062,1.1451709431328381e-10,764
e107404,0.0,0
o107404,1.1811448994616183e-10,788
e107717,0.0,0
o107717,1.2201166854844637e-10,814
e107718,0.0,0
o107718,1.1841427291556834e-10,790
e107719,0.0,0
o107719,1.2201166854844637e-10,814
e108178,0.0,0
o108178,1.2201166854844637e-10,814
e107405,0.0,0
o107405,1.2201166854844637e-10,814
e107406,0.0,0
o107406,1.1811448994616183e-10,788
e107407,0.0,0
o107407,1.2201166854844637e-10,814
e107408,0.0,0
o107408,1.2201166854844637e-10,814
e107720,0.0,0
o107720,1.1451709431328381e-10,764
e107409,0.0,0
o107409,1.1811448994616183e-10,788
e107410,0.0,0
o107410,1.2201166854844637e-10,814
e107411,0.0,0
o107411,1.1841427291556834e-10,790
e107412,0.0,0
o107412,1.1811448994616183e-10,788
e107413,0.0,0
o107413,1.2201166854844637e-10,814
e105730,0.0,0
o105730,1.2201166854844637e-10,814
e105731,0.0,0
o105731,1.1451709431328381e-10,764
e105732,0.0,0
o105732,1.1811448994616183e-10,788
e105733,0.0,0
o105733,1.2201166854844637e-10,814
e105734,0.0,0
o105734,1.1841427291556834e-10,790
e105735,0.0,0
o105735,1.1811448994616183e-10,788
e105769,0.0,0
o105769,1.1811448994616183e-10,788
e105770,0.0,0
o105770,1.1811448994616183e-10,788
e105771,0.0,0
o105771,1.2201166854844637e-10,814
e105772,0.0,0
o105772,1.1811448994616183e-10,788
e105773,0.0,0
o105773,1.1841427291556834e-10,790
e105968,0.0,0
o105968,1.2201166854844637e-10,814
e105969,0.0,0
o105969,1.1841427291556834e-10,790
e105970,0.0,0
o105970,1.1841427291556834e-10,790
e105971,0.0,0
o105971,1.1811448994616183e-10,788
e105774,0.0,0
o105774,1.1841427291556834e-10,790
e105775,0.0,0
o105775,1.2201166854844637e-10,814
e105776,0.0,0
o105776,1.2201166854844637e-10,814
e105777,0.0,0
o105777,1.1811448994616183e-10,788
e105972,0.0,0
o105972,1.2201166854844637e-10,814
e105778,0.0,0
o105778,1.1811448994616183e-10,788
e105779,0.0,0
o105779,1.1811448994616183e-10,788
e105780,0.0,0
o105780,1.1841427291556834e-10,790
e105781,0.0,0
o105781,1.1841427291556834e-10,790
e105782,3.297612663471523e-11,220
e106578,3.228662580508028e-10,2154
e106579,0.0,0
o105782,1.1841427291556834e-10,790
o106578,1.2201166854844637e-10,814
o106579,7.524552532103203e-11,502
e107220,0.0,0
o107220,1.2201166854844637e-10,814
e107221,0.0,0
o107221,1.1841427291556834e-10,790
e107222,0.0,0
o107222,1.1841427291556834e-10,790
e107223,0.0,0
o107223,1.2201166854844637e-10,814
e107224,0.0,0
o107224,1.1451709431328381e-10,764
e107225,0.0,0
o107225,1.2201166854844637e-10,814
e107414,0.0,0
o107414,1.2201166854844637e-10,814
e107415,0.0,0
o107415,1.1841427291556834e-10,790
e107416,0.0,0
e107987,0.0,0
o107416,1.2201166854844637e-10,814
o107987,1.2201166854844637e-10,814
e107417,0.0,0
o107417,1.1841427291556834e-10,790
e107418,0.0,0
o107418,1.2201166854844637e-10,814
e107721,0.0,0
o107721,1.1811448994616183e-10,788
e107722,0.0,0
o107722,1.2201166854844637e-10,814
e108057,0.0,0
o108057,1.1841427291556834e-10,790
e107723,0.0,0
o107723,1.2201166854844637e-10,814
e107419,0.0,0
o107419,1.2201166854844637e-10,814
e107420,0.0,0
o107420,1.2201166854844637e-10,814
e107421,0.0,0
o107421,1.1811448994616183e-10,788
e107422,0.0,0
o107422,1.2201166854844637e-10,814
e107724,0.0,0
o107724,1.2201166854844637e-10,814
e107423,0.0,0
o107423,1.1841427291556834e-10,790
e107424,0.0,0
o107424,1.2201166854844637e-10,814
e107425,0.0,0
o107425,1.2201166854844637e-10,814
e107426,0.0,0
o107426,1.1811448994616183e-10,788
e107427,0.0,0
o107427,1.2201166854844637e-10,814
e107226,0.0,0
o107226,1.2201166854844637e-10,814
e107227,0.0,0
o107227,1.2201166854844637e-10,814
e107228,0.0,0
o107228,1.1841427291556834e-10,790
e107229,0.0,0
o107229,1.2201166854844637e-10,814
e107230,0.0,0
o107230,1.2201166854844637e-10,814
e107231,0.0,0
o107231,1.2201166854844637e-10,814
e107428,0.0,0
o107428,1.1811448994616183e-10,788
e107429,0.0,0
o107429,1.2201166854844637e-10,814
e107430,0.0,0
o107430,1.2201166854844637e-10,814
e107431,0.0,0
e107739,0.0,0
o107431,1.1841427291556834e-10,790
o107739,1.2201166854844637e-10,814
e107432,0.0,0
o107432,1.1841427291556834e-10,790
e107725,0.0,0
o107725,1.2201166854844637e-10,814
e107726,0.0,0
o107726,1.1841427291556834e-10,790
e107727,0.0,0
o107727,1.2201166854844637e-10,814
e107978,0.0,0
o107978,1.1841427291556834e-10,790
e107433,0.0,0
o107433,1.2201166854844637e-10,814
e107434,0.0,0
o107434,1.1811448994616183e-10,788
e107435,0.0,0
o107435,1.2201166854844637e-10,814
e107436,0.0,0
o107436,1.1841427291556834e-10,790
e107728,0.0,0
o107728,1.1841427291556834e-10,790
e107437,0.0,0
o107437,1.2201166854844637e-10,814
e107438,0.0,0
o107438,1.2201166854844637e-10,814
e107439,0.0,0
o107439,1.2201166854844637e-10,814
e107440,0.0,0
o107440,1.1811448994616183e-10,788
e107441,0.0,0
o107441,1.1841427291556834e-10,790
e107232,0.0,0
o107232,1.2201166854844637e-10,814
e107233,0.0,0
o107233,1.2201166854844637e-10,814
e107234,0.0,0
o107234,1.1841427291556834e-10,790
e107235,0.0,0
o107235,1.1841427291556834e-10,790
e107236,0.0,0
o107236,1.1451709431328381e-10,764
e107237,0.0,0
o107237,1.2201166854844637e-10,814
e107442,0.0,0
o107442,1.2201166854844637e-10,814
e107443,0.0,0
o107443,1.2201166854844637e-10,814
e107444,0.0,0
o107444,1.2201166854844637e-10,814
e107445,0.0,0
e107840,0.0,0
e107988,0.0,0
e108063,0.0,0
o107445,1.1451709431328381e-10,764
o107840,1.2201166854844637e-10,814
o107988,1.1841427291556834e-10,790
o108063,1.2201166854844637e-10,814
e107446,0.0,0
o107446,1.2201166854844637e-10,814
e107729,0.0,0
o107729,1.1811448994616183e-10,788
e107730,0.0,0
o107730,1.2201166854844637e-10,814
e107731,0.0,0
o107731,1.2201166854844637e-10,814
e108104,0.0,0
o108104,1.1841427291556834e-10,790
e107447,0.0,0
